id,年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
4306,2024,5,20,月,にんじん,30300,,,1119848,194,139.1,99.5
4307,2024,5,20,月,にんじん,30300,徳　島,36,628527,189,,
4308,2024,5,20,月,にんじん,30300,千　葉,12,192228,223,,
4309,2024,5,20,月,にんじん,30300,長　崎,42,119654,174,,
4310,2024,5,20,月,ごぼう,30400,,,82309,345,136.7,84.4
4311,2024,5,20,月,ごぼう,30400,青　森,2,54842,272,,
4312,2024,5,20,月,ごぼう,30400,熊　本,43,15282,552,,
4313,2024,5,20,月,たけのこ,30500,,,2907,741,102.6,106
4314,2024,5,20,月,たけのこ,30500,北海道,1,828,1363,,
4315,2024,5,20,月,たけのこ,30500,京　都,26,555,692,,
4316,2024,5,20,月,たけのこ,30500,香　川,37,390,313,,
4317,2024,5,20,月,たけのこ,30500,千　葉,12,360,194,,
4318,2024,5,20,月,たけのこ,30500,宮　城,4,238,134,,
4319,2024,5,20,月,れんこん,30600,,,25985,692,82.3,109.3
4320,2024,5,20,月,れんこん,30600,茨　城,8,15247,659,,
4321,2024,5,20,月,れんこん,30600,徳　島,36,4853,677,,
4322,2024,5,20,月,れんこん,30600,愛　知,23,1771,474,,
4323,2024,5,20,月,はくさい,31100,,,1063192,116,113.5,94.3
4324,2024,5,20,月,はくさい,31100,茨　城,8,687435,123,,
4325,2024,5,20,月,はくさい,31100,大　分,44,100416,98,,
4326,2024,5,20,月,はくさい,31100,宮　崎,45,70805,45,,
4327,2024,5,20,月,みずな,31300,,,45154,356,103.7,103.5
4328,2024,5,20,月,みずな,31300,茨　城,8,30610,325,,
4329,2024,5,20,月,みずな,31300,福　岡,40,6789,358,,
4330,2024,5,20,月,こまつな,31500,,,146239,377,103.9,106.5
4331,2024,5,20,月,こまつな,31500,茨　城,8,71344,358,,
4332,2024,5,20,月,こまつな,31500,福　岡,40,30016,370,,
4333,2024,5,20,月,こまつな,31500,埼　玉,11,7635,385,,
4334,2024,5,20,月,こまつな,31500,広　島,34,6649,569,,
4335,2024,5,20,月,こまつな,31500,北海道,1,6368,456,,
4336,2024,5,20,月,その他の菜類,31550,,,3776,454,134.3,102.3
4337,2024,5,20,月,ちんげんさい,31560,,,49171,312,99.2,99.4
4338,2024,5,20,月,ちんげんさい,31560,茨　城,8,14438,305,,
4339,2024,5,20,月,ちんげんさい,31560,静　岡,22,10391,366,,
4340,2024,5,20,月,ちんげんさい,31560,長　野,20,6738,196,,
4341,2024,5,20,月,ちんげんさい,31560,福　岡,40,5047,349,,
4342,2024,5,20,月,ちんげんさい,31560,愛　知,23,3762,282,,
4343,2024,5,20,月,キャベツ,31700,,,1626615,182,95.9,97.8
4344,2024,5,20,月,キャベツ,31700,千　葉,12,469437,187,,
4345,2024,5,20,月,キャベツ,31700,愛　知,23,374979,183,,
4346,2024,5,20,月,キャベツ,31700,茨　城,8,228680,179,,
4347,2024,5,20,月,キャベツ,31700,神奈川,14,217483,174,,
4348,2024,5,20,月,キャベツ,31700,兵　庫,28,83090,166,,
4349,2024,5,20,月,ほうれんそう,31800,,,168201,625,125.6,96.7
4350,2024,5,20,月,ほうれんそう,31800,群　馬,10,59685,551,,
4351,2024,5,20,月,ほうれんそう,31800,茨　城,8,44451,618,,
4352,2024,5,20,月,ほうれんそう,31800,岐　阜,21,30767,716,,
4353,2024,5,20,月,ねぎ,31900,,,324080,484,100.3,100.6
4354,2024,5,20,月,ねぎ,31900,茨　城,8,131353,471,,
4355,2024,5,20,月,ねぎ,31900,大　分,44,37227,479,,
4356,2024,5,20,月,ねぎ,31900,千　葉,12,30141,456,,
4357,2024,5,20,月,ねぎ,31900,埼　玉,11,16212,332,,
4358,2024,5,20,月,ねぎ,31900,栃　木,9,10993,285,,
4359,2024,5,20,月,ふき,32300,,,5370,427,72.7,101.7
4360,2024,5,20,月,ふき,32300,北海道,1,1790,292,,
4361,2024,5,20,月,ふき,32300,愛　知,23,1228,244,,
4362,2024,5,20,月,ふき,32300,福　岡,40,548,386,,
4363,2024,5,20,月,ふき,32300,愛　媛,38,382,819,,
4364,2024,5,20,月,ふき,32300,徳　島,36,258,647,,
4365,2024,5,20,月,うど,32400,,,2588,820,174.6,84.5
4366,2024,5,20,月,うど,32400,栃　木,9,1610,904,,
4367,2024,5,20,月,うど,32400,北海道,1,746,546,,
4368,2024,5,20,月,みつば,32500,,,13857,520,99.2,101.6
4369,2024,5,20,月,みつば,32500,千　葉,12,2437,389,,
4370,2024,5,20,月,みつば,32500,静　岡,22,2291,551,,
4371,2024,5,20,月,みつば,32500,愛　知,23,2217,485,,
4372,2024,5,20,月,みつば,32500,埼　玉,11,1349,557,,
4373,2024,5,20,月,みつば,32500,大　分,44,1345,572,,
4374,2024,5,20,月,しゅんぎく,32600,,,9437,686,121,88.6
4375,2024,5,20,月,しゅんぎく,32600,茨　城,8,3369,453,,
4376,2024,5,20,月,しゅんぎく,32600,福　岡,40,1905,665,,
4377,2024,5,20,月,しゅんぎく,32600,群　馬,10,999,763,,
4378,2024,5,20,月,しゅんぎく,32600,宮　城,4,737,979,,
4379,2024,5,20,月,しゅんぎく,32600,千　葉,12,640,912,,
4380,2024,5,20,月,にら,32800,,,86738,467,87.6,102.6
4381,2024,5,20,月,にら,32800,高　知,39,29917,456,,
4382,2024,5,20,月,にら,32800,栃　木,9,13518,502,,
4383,2024,5,20,月,にら,32800,茨　城,8,10808,382,,
4384,2024,5,20,月,にら,32800,大　分,44,9320,442,,
4385,2024,5,20,月,にら,32800,北海道,1,8125,613,,
4386,2024,5,20,月,セルリー,32900,,,42648,459,91.7,106.5
4387,2024,5,20,月,セルリー,32900,長　野,20,15810,522,,
4388,2024,5,20,月,セルリー,32900,福　岡,40,11892,427,,
4389,2024,5,20,月,セルリー,32900,茨　城,8,5206,474,,
4390,2024,5,20,月,セルリー,32900,静　岡,22,3727,389,,
4391,2024,5,20,月,アスパラガス,33100,,,49908,1860,113,104.1
4392,2024,5,20,月,アスパラガス,33100,北海道,1,11943,1831,,
4393,2024,5,20,月,アスパラガス,33100,長　野,20,6632,1956,,
4394,2024,5,20,月,アスパラガス,33100,栃　木,9,5572,1797,,
4395,2024,5,20,月,アスパラガス,33100,佐　賀,41,3990,1885,,
4396,2024,5,20,月,アスパラガス,33100,山　形,6,3937,1984,,
4397,2024,5,20,月,　　うち輸入,33101,,,1285,1519,107.4,107.8
4398,2024,5,20,月,カリフラワー,33200,,,18416,325,111.8,102.2
4399,2024,5,20,月,カリフラワー,33200,茨　城,8,7983,345,,
4400,2024,5,20,月,カリフラワー,33200,徳　島,36,5530,313,,
4401,2024,5,20,月,カリフラワー,33200,愛　知,23,1192,216,,
4402,2024,5,20,月,カリフラワー,33200,新　潟,15,786,427,,
4403,2024,5,20,月,ブロッコリー,33300,,,216138,659,144.5,87.4
4404,2024,5,20,月,ブロッコリー,33300,香　川,37,34716,744,,
4405,2024,5,20,月,ブロッコリー,33300,徳　島,36,31441,613,,
4406,2024,5,20,月,ブロッコリー,33300,熊　本,43,19990,784,,
4407,2024,5,20,月,ブロッコリー,33300,福　島,7,19870,780,,
4408,2024,5,20,月,ブロッコリー,33300,鳥　取,31,19680,570,,
4409,2024,5,20,月,レタス,33400,,,735236,210,105,103.4
4410,2024,5,20,月,レタス,33400,長　野,20,363685,237,,
4411,2024,5,20,月,レタス,33400,群　馬,10,141284,148,,
4412,2024,5,20,月,レタス,33400,茨　城,8,64901,180,,
4413,2024,5,20,月,レタス,33400,山　梨,19,37838,188,,
4414,2024,5,20,月,パセリ,33600,,,3830,1447,104.9,98
4415,2024,5,20,月,パセリ,33600,千　葉,12,1848,1115,,
4416,2024,5,20,月,パセリ,33600,静　岡,22,426,1682,,
4417,2024,5,20,月,パセリ,33600,長　野,20,360,2034,,
4418,2024,5,20,月,パセリ,33600,茨　城,8,321,1118,,
4419,2024,5,20,月,パセリ,33600,福　岡,40,273,1481,,
4420,2024,5,20,月,きゅうり,34100,,,905672,314,140.4,98.7
4421,2024,5,20,月,きゅうり,34100,宮　崎,45,165726,335,,
4422,2024,5,20,月,きゅうり,34100,群　馬,10,142559,332,,
4423,2024,5,20,月,きゅうり,34100,埼　玉,11,114079,315,,
4424,2024,5,20,月,きゅうり,34100,佐　賀,41,56677,285,,
4425,2024,5,20,月,きゅうり,34100,高　知,39,52418,305,,
4426,2024,5,20,月,かぼちゃ,34200,,,300516,271,132.7,111.5
4427,2024,5,20,月,かぼちゃ,34200,鹿児島,46,31136,460,,
4428,2024,5,20,月,かぼちゃ,34200,茨　城,8,14058,308,,
4429,2024,5,20,月,かぼちゃ,34200,宮　崎,45,11583,469,,
4430,2024,5,20,月,かぼちゃ,34200,群　馬,10,11462,395,,
4431,2024,5,20,月,かぼちゃ,34200,沖　縄,47,9568,346,,
4432,2024,5,20,月,　　うち輸入,34201,,,207086,207,118.2,106.2
4433,2024,5,20,月,なす,34300,,,487362,423,136.8,102.9
4434,2024,5,20,月,なす,34300,高　知,39,173394,399,,
4435,2024,5,20,月,なす,34300,福　岡,40,88781,444,,
4436,2024,5,20,月,なす,34300,熊　本,43,79931,428,,
4437,2024,5,20,月,なす,34300,群　馬,10,35215,480,,
4438,2024,5,20,月,なす,34300,宮　崎,45,24066,377,,
4439,2024,5,20,月,トマト,34400,,,775381,393,137,99.5
4440,2024,5,20,月,トマト,34400,熊　本,43,322326,377,,
4441,2024,5,20,月,トマト,34400,栃　木,9,124728,355,,
4442,2024,5,20,月,トマト,34400,愛　知,23,85758,400,,
4443,2024,5,20,月,トマト,34400,福　岡,40,53398,367,,
4444,2024,5,20,月,トマト,34400,千　葉,12,25429,354,,
4445,2024,5,20,月,ミニトマト,34450,,,313274,564,146.9,98.8
4446,2024,5,20,月,ミニトマト,34450,熊　本,43,185607,489,,
4447,2024,5,20,月,ミニトマト,34450,愛　知,23,42892,702,,
4448,2024,5,20,月,ミニトマト,34450,宮　崎,45,21641,569,,
4449,2024,5,20,月,ミニトマト,34450,静　岡,22,17370,597,,
4450,2024,5,20,月,ピーマン,34500,,,350759,577,125.4,100
4451,2024,5,20,月,ピーマン,34500,茨　城,8,133570,608,,
4452,2024,5,20,月,ピーマン,34500,宮　崎,45,91956,570,,
4453,2024,5,20,月,ピーマン,34500,鹿児島,46,50129,515,,
4454,2024,5,20,月,ピーマン,34500,高　知,39,39617,565,,
4455,2024,5,20,月,ししとうがらし,34600,,,10122,1820,111,100.3
4456,2024,5,20,月,ししとうがらし,34600,高　知,39,6974,1932,,
4457,2024,5,20,月,ししとうがらし,34600,宮　崎,45,1028,895,,
4458,2024,5,20,月,ししとうがらし,34600,千　葉,12,983,2417,,
4459,2024,5,20,月,スイートコーン,34700,,,121230,395,157.7,95.2
4460,2024,5,20,月,スイートコーン,34700,長　崎,42,73201,356,,
4461,2024,5,20,月,スイートコーン,34700,宮　崎,45,35189,443,,
4462,2024,5,20,月,さやいんげん,35100,,,22869,1019,120.7,97.2
4463,2024,5,20,月,さやいんげん,35100,鹿児島,46,10181,950,,
4464,2024,5,20,月,さやいんげん,35100,千　葉,12,5418,1131,,
4465,2024,5,20,月,さやいんげん,35100,長　崎,42,2181,1020,,
4466,2024,5,20,月,さやいんげん,35100,茨　城,8,1656,1003,,
4467,2024,5,20,月,さやえんどう,35200,,,17774,1292,110.9,99.4
4468,2024,5,20,月,さやえんどう,35200,福　島,7,9515,1234,,
4469,2024,5,20,月,さやえんどう,35200,茨　城,8,1742,1319,,
4470,2024,5,20,月,さやえんどう,35200,広　島,34,845,1314,,
4471,2024,5,20,月,さやえんどう,35200,京　都,26,783,1278,,
4472,2024,5,20,月,さやえんどう,35200,宮　城,4,625,829,,
4473,2024,5,20,月,　　うち輸入,35201,,,678,902,144.3,104.6
4474,2024,5,20,月,実えんどう,35300,,,6204,1133,135.4,92
4475,2024,5,20,月,実えんどう,35300,徳　島,36,1660,1043,,
4476,2024,5,20,月,実えんどう,35300,和歌山,30,1598,1171,,
4477,2024,5,20,月,実えんどう,35300,福　島,7,1510,1080,,
4478,2024,5,20,月,実えんどう,35300,千　葉,12,325,1096,,
4479,2024,5,20,月,そらまめ,35400,,,32837,562,115.2,102.4
4480,2024,5,20,月,そらまめ,35400,茨　城,8,15084,591,,
4481,2024,5,20,月,そらまめ,35400,千　葉,12,11812,512,,
4482,2024,5,20,月,えだまめ,35500,,,11758,1607,97,99.6
4483,2024,5,20,月,えだまめ,35500,沖　縄,47,2094,1756,,
4484,2024,5,20,月,えだまめ,35500,埼　玉,11,1906,1602,,
4485,2024,5,20,月,えだまめ,35500,静　岡,22,1601,1571,,
4486,2024,5,20,月,えだまめ,35500,徳　島,36,1565,1380,,
4487,2024,5,20,月,えだまめ,35500,千　葉,12,1358,1620,,
4488,2024,5,20,月,かんしょ,36100,,,189426,313,79.9,99.1
4489,2024,5,20,月,かんしょ,36100,茨　城,8,103916,297,,
4490,2024,5,20,月,かんしょ,36100,千　葉,12,49000,332,,
4491,2024,5,20,月,ばれいしょ,36200,,,1282413,239,195.3,103.5
4492,2024,5,20,月,ばれいしょ,36200,長　崎,42,848652,258,,
4493,2024,5,20,月,ばれいしょ,36200,鹿児島,46,185036,206,,
4494,2024,5,20,月,さといも,36300,,,14592,603,99.6,103.1
4495,2024,5,20,月,さといも,36300,鹿児島,46,8676,724,,
4496,2024,5,20,月,さといも,36300,埼　玉,11,1840,315,,
4497,2024,5,20,月,さといも,36300,千　葉,12,1751,569,,
4498,2024,5,20,月,やまのいも,36500,,,175533,390,168.1,102.9
4499,2024,5,20,月,やまのいも,36500,北海道,1,84386,385,,
4500,2024,5,20,月,やまのいも,36500,青　森,2,81661,383,,
4501,2024,5,20,月,たまねぎ,36610,,,1670403,122,121.3,98.4
4502,2024,5,20,月,たまねぎ,36610,佐　賀,41,791898,118,,
4503,2024,5,20,月,たまねぎ,36610,北海道,1,315653,129,,
4504,2024,5,20,月,たまねぎ,36610,兵　庫,28,251901,134,,
4505,2024,5,20,月,　　うち輸入,36620,,,21281,142,98.8,97.3
4506,2024,5,20,月,にんにく,36700,,,24732,1341,109.5,101.6
4507,2024,5,20,月,にんにく,36700,青　森,2,12921,1964,,
4508,2024,5,20,月,にんにく,36700,香　川,37,3195,1062,,
4509,2024,5,20,月,にんにく,36700,徳　島,36,240,828,,
4510,2024,5,20,月,にんにく,36700,熊　本,43,162,400,,
4511,2024,5,20,月,にんにく,36700,茨　城,8,151,1174,,
4512,2024,5,20,月,　　うち輸入,36701,,,7977,484,110.7,92.9
4513,2024,5,20,月,しょうが,37200,,,51495,874,94,102.1
4514,2024,5,20,月,しょうが,37200,高　知,39,28876,906,,
4515,2024,5,20,月,しょうが,37200,和歌山,30,10215,945,,
4516,2024,5,20,月,しょうが,37200,静　岡,22,2871,1086,,
4517,2024,5,20,月,　　うち輸入,37201,,,3546,504,108.1,99.4
4518,2024,5,20,月,生しいたけ,38100,,,60284,979,101.4,97.9
4519,2024,5,20,月,生しいたけ,38100,徳　島,36,12156,976,,
4520,2024,5,20,月,生しいたけ,38100,秋　田,5,12117,1111,,
4521,2024,5,20,月,生しいたけ,38100,長　崎,42,5256,855,,
4522,2024,5,20,月,生しいたけ,38100,福　島,7,3718,865,,
4523,2024,5,20,月,生しいたけ,38100,岩　手,3,3361,1033,,
4524,2024,5,20,月,　　うち輸入,38101,,,978,776,62.3,99.2
4525,2024,5,20,月,なめこ,38300,,,21575,487,90.1,101.9
4526,2024,5,20,月,なめこ,38300,長　野,20,6581,462,,
4527,2024,5,20,月,なめこ,38300,山　形,6,3409,515,,
4528,2024,5,20,月,なめこ,38300,三　重,24,2528,555,,
4529,2024,5,20,月,なめこ,38300,大　分,44,1897,502,,
4530,2024,5,20,月,なめこ,38300,宮　城,4,1812,487,,
4531,2024,5,20,月,えのきだけ,38400,,,105066,321,96.9,98.8
4532,2024,5,20,月,えのきだけ,38400,長　野,20,66102,329,,
4533,2024,5,20,月,えのきだけ,38400,新　潟,15,13617,312,,
4534,2024,5,20,月,えのきだけ,38400,宮　崎,45,6536,306,,
4535,2024,5,20,月,しめじ,38500,,,74319,445,78.8,93.9
4536,2024,5,20,月,しめじ,38500,長　野,20,49071,403,,
4537,2024,5,20,月,しめじ,38500,福　岡,40,8963,466,,
4538,2024,5,20,月,しめじ,38500,茨　城,8,4596,336,,
4539,2024,5,20,月,その他の野菜,39000,,,395515,888,110.8,98.9
4540,2024,5,20,月,輸入野菜計,39100,,,308750,258,109.8,102.8
4541,2024,5,20,月,他の輸入野菜,39200,,,65923,374,93.2,107.8
4542,2024,5,27,月,野菜総計,30000,,,14632525,291,109.7,103.2
4543,2024,5,27,月,野菜総計,30000,茨　城,8,1845438,238,,
4544,2024,5,27,月,野菜総計,30000,千　葉,12,1504166,188,,
4545,2024,5,27,月,野菜総計,30000,長　野,20,1171502,217,,
4546,2024,5,27,月,野菜総計,30000,長　崎,42,1146928,278,,
4547,2024,5,27,月,野菜総計,30000,熊　本,43,935252,391,,
4548,2024,5,27,月,野菜総計,30000,愛　知,23,865262,302,,
4549,2024,5,27,月,野菜総計,30000,佐　賀,41,775771,170,,
4550,2024,5,27,月,だいこん,30100,,,965193,125,110.4,89.3
4551,2024,5,27,月,だいこん,30100,千　葉,12,353540,116,,
4552,2024,5,27,月,だいこん,30100,長　崎,42,128088,84,,
4553,2024,5,27,月,だいこん,30100,青　森,2,91075,165,,
4554,2024,5,27,月,だいこん,30100,茨　城,8,57660,116,,
4555,2024,5,27,月,だいこん,30100,和歌山,30,55967,136,,
4556,2024,5,27,月,かぶ,30200,,,81773,148,89.7,99.3
4557,2024,5,27,月,かぶ,30200,千　葉,12,48773,132,,
4558,2024,5,27,月,かぶ,30200,青　森,2,15899,229,,
4559,2024,5,27,月,かぶ,30200,埼　玉,11,7991,109,,
4560,2024,5,27,月,にんじん,30300,,,812449,200,115.2,102
4561,2024,5,27,月,にんじん,30300,千　葉,12,235979,216,,
4562,2024,5,27,月,にんじん,30300,徳　島,36,204824,192,,
4563,2024,5,27,月,にんじん,30300,長　崎,42,105790,186,,
4564,2024,5,27,月,にんじん,30300,茨　城,8,86065,221,,
4565,2024,5,27,月,にんじん,30300,岐　阜,21,62059,220,,
4566,2024,5,27,月,ごぼう,30400,,,70996,394,123.2,99.2
4567,2024,5,27,月,ごぼう,30400,青　森,2,26799,316,,
4568,2024,5,27,月,ごぼう,30400,熊　本,43,17775,578,,
4569,2024,5,27,月,ごぼう,30400,鹿児島,46,5258,491,,
4570,2024,5,27,月,ごぼう,30400,北海道,1,4730,184,,
4571,2024,5,27,月,ごぼう,30400,群　馬,10,4640,285,,
4572,2024,5,27,月,たけのこ,30500,,,22827,199,1294.8,28.9
4573,2024,5,27,月,たけのこ,30500,福　岡,40,20822,155,,
4574,2024,5,27,月,れんこん,30600,,,19880,869,74.9,124.9
4575,2024,5,27,月,れんこん,30600,茨　城,8,9694,751,,
4576,2024,5,27,月,れんこん,30600,徳　島,36,3990,785,,
4577,2024,5,27,月,れんこん,30600,熊　本,43,2322,1848,,
4578,2024,5,27,月,はくさい,31100,,,1176745,81,109.6,87.1
4579,2024,5,27,月,はくさい,31100,茨　城,8,605717,70,,
4580,2024,5,27,月,はくさい,31100,長　野,20,288017,111,,
4581,2024,5,27,月,はくさい,31100,大　分,44,89717,76,,
4582,2024,5,27,月,みずな,31300,,,53936,309,106.2,97.2
4583,2024,5,27,月,みずな,31300,茨　城,8,36730,284,,
4584,2024,5,27,月,みずな,31300,福　岡,40,9866,315,,
4585,2024,5,27,月,こまつな,31500,,,162490,364,114.9,97.8
4586,2024,5,27,月,こまつな,31500,茨　城,8,77401,356,,
4587,2024,5,27,月,こまつな,31500,福　岡,40,41472,374,,
4588,2024,5,27,月,こまつな,31500,埼　玉,11,7051,375,,
4589,2024,5,27,月,こまつな,31500,北海道,1,6203,463,,
4590,2024,5,27,月,その他の菜類,31550,,,2126,555,83.1,119.6
4591,2024,5,27,月,ちんげんさい,31560,,,46903,338,102.3,100.6
4592,2024,5,27,月,ちんげんさい,31560,茨　城,8,17190,326,,
4593,2024,5,27,月,ちんげんさい,31560,静　岡,22,9659,389,,
4594,2024,5,27,月,ちんげんさい,31560,福　岡,40,4558,376,,
4595,2024,5,27,月,ちんげんさい,31560,長　野,20,3926,243,,
4596,2024,5,27,月,ちんげんさい,31560,愛　知,23,3009,293,,
4597,2024,5,27,月,キャベツ,31700,,,1834765,137,85.6,103
4598,2024,5,27,月,キャベツ,31700,千　葉,12,592531,132,,
4599,2024,5,27,月,キャベツ,31700,愛　知,23,422348,157,,
4600,2024,5,27,月,キャベツ,31700,茨　城,8,315750,127,,
4601,2024,5,27,月,キャベツ,31700,神奈川,14,165113,116,,
4602,2024,5,27,月,ほうれんそう,31800,,,157819,554,117,96.7
4603,2024,5,27,月,ほうれんそう,31800,群　馬,10,52919,476,,
4604,2024,5,27,月,ほうれんそう,31800,岐　阜,21,35124,670,,
4605,2024,5,27,月,ほうれんそう,31800,茨　城,8,33013,500,,
4606,2024,5,27,月,ほうれんそう,31800,福　岡,40,8731,511,,
4607,2024,5,27,月,ねぎ,31900,,,326925,480,93.6,100.6
4608,2024,5,27,月,ねぎ,31900,茨　城,8,153117,424,,
4609,2024,5,27,月,ねぎ,31900,千　葉,12,37372,436,,
4610,2024,5,27,月,ねぎ,31900,大　分,44,28986,562,,
4611,2024,5,27,月,ねぎ,31900,埼　玉,11,9653,360,,
4612,2024,5,27,月,ねぎ,31900,福　岡,40,9462,1112,,
4613,2024,5,27,月,ふき,32300,,,4570,360,73.4,96.3
4614,2024,5,27,月,ふき,32300,北海道,1,1806,301,,
4615,2024,5,27,月,ふき,32300,愛　知,23,1415,221,,
